"speciesType","median","n","z"
"Mutant",0.309326,1669,2.5
"Invader",0.406266,177,2.6
"Mutant",0.3164465,2782,2.6
"Invader",0.380056,153,2.7
"Mutant",0.31819,2805,2.7
"Invader",0.4075345,268,2.8
"Mutant",0.317843,5237,2.8
"Invader",0.400561,171,2.9
"Mutant",0.315563,3575,2.9
"Invader",0.362442,89,3
"Mutant",0.307617,1330,3
"Invader",0.366296,69,3.1
"Mutant",0.311437,1217,3.1
"Invader",0.391198,124,3.2
"Mutant",0.3146575,2752,3.2
"Invader",0.375973,61,3.3
"Mutant",0.321059,1865,3.3
"Invader",0.378083,111,3.4
"Mutant",0.3156685,3102,3.4
"Invader",0.42299,92,3.5
"Mutant",0.318223,2596,3.5
"Invader",0.404125,84,3.6
"Mutant",0.3174175,2726,3.6
"Invader",0.4010305,110,3.7
"Mutant",0.315564,3363,3.7
"Invader",0.374474,67,3.8
"Mutant",0.31211,1943,3.8
"Invader",0.421472,122,3.9
"Mutant",0.318207,4376,3.9
"Invader",0.4145805,102,4
"Mutant",0.318843,3313,4
"Invader",0.394863,93,4.1
"Mutant",0.3181615,3546,4.1
"Invader",0.3942115,64,4.2
"Mutant",0.3162585,2620,4.2
"Invader",0.438668,105,4.3
"Mutant",0.320895,5156,4.3
"Invader",0.421399,73,4.4
"Mutant",0.3148795,2950,4.4
"Invader",0.415699,99,4.5
"Mutant",0.321186,4842,4.5
"Invader",0.408796,69,4.6
"Mutant",0.318947,3771,4.6
"Invader",0.411491,89,4.7
"Mutant",0.317835,4571,4.7
"Invader",0.375398,32,4.8
"Mutant",0.3112845,1192,4.8
"Invader",0.3921275,62,4.9
"Mutant",0.31325,3015,4.9
"Invader",0.387991,53,5
"Mutant",0.311464,2408,5
"Invader",0.3107895,1400,0.1
"Mutant",0.311002,742,0.1
"Invader",0.309021,463,0.2
"Mutant",0.304017,262,0.2
"Invader",0.313945,482,0.3
"Mutant",0.304683,319,0.3
"Invader",0.315715,355,0.4
"Mutant",0.304134,278,0.4
"Invader",0.319465,299,0.5
"Mutant",0.303368,326,0.5
"Invader",0.315427,186,0.6
"Mutant",0.303537,251,0.6
"Invader",0.337792,427,0.7
"Mutant",0.304823,764,0.7
"Invader",0.331924,323,0.8
"Mutant",0.3059455,630,0.8
"Invader",0.335687,308,0.9
"Mutant",0.305812,825,0.9
"Invader",0.339319,158,1
"Mutant",0.306578,521,1
"Invader",0.345578,119,1.1
"Mutant",0.3102775,474,1.1
"Invader",0.334844,114,1.2
"Mutant",0.307506,503,1.2
"Invader",0.350222,190,1.3
"Mutant",0.313412,999,1.3
"Invader",0.331532,178,1.4
"Mutant",0.304866,721,1.4
"Invader",0.367131,379,1.5
"Mutant",0.311519,2039,1.5
"Invader",0.351286,242,1.6
"Mutant",0.3089375,1354,1.6
"Invader",0.357062,190,1.7
"Mutant",0.307235,1271,1.7
"Invader",0.349577,93,1.8
"Mutant",0.303934,501,1.8
"Invader",0.3705585,260,1.9
"Mutant",0.31276,2256,1.9
"Invader",0.369094,176,2
"Mutant",0.311373,1423,2
"Invader",0.364172,152,2.1
"Mutant",0.311835,1518,2.1
"Invader",0.376258,205,2.2
"Mutant",0.313456,1899,2.2
"Invader",0.363654,149,2.3
"Mutant",0.310806,1614,2.3
"Invader",0.353773,94,2.4
"Mutant",0.308875,913,2.4
"Invader",0.3867015,166,2.5
"Mutant",0.3117305,1852,2.5
"Invader",0.3530755,104,2.6
"Mutant",0.306437,1151,2.6
"Invader",0.392301,194,2.7
"Mutant",0.314878,3123,2.7
"Invader",0.365717,101,2.8
"Mutant",0.30811,1258,2.8
"Invader",0.3841235,164,2.9
"Mutant",0.312567,2631,2.9
"Invader",0.386255,119,3
"Mutant",0.311741,2060,3
"Invader",0.385643,119,3.1
"Mutant",0.317294,2893,3.1
"Invader",0.39649,108,3.2
"Mutant",0.314585,2051,3.2
"Invader",0.3793455,82,3.3
"Mutant",0.3136365,2248,3.3
"Invader",0.393107,91,3.4
"Mutant",0.313329,2203,3.4
"Invader",0.3883015,78,3.5
"Mutant",0.309779,1729,3.5
"Invader",0.354278,35,3.6
"Mutant",0.309672,1009,3.6
"Invader",0.376461,90,3.7
"Mutant",0.3127985,2578,3.7
"Invader",0.41009,120,3.8
"Mutant",0.315076,3771,3.8
"Invader",0.39127,87,3.9
"Mutant",0.3180785,3818,3.9
"Invader",0.3899365,86,4
"Mutant",0.314107,2697,4
"Invader",0.3797965,48,4.1
"Mutant",0.309958,1477,4.1
"Invader",0.371548,44,4.2
"Mutant",0.307783,899,4.2
"Invader",0.4422495,124,4.3
"Mutant",0.323076,5635,4.3
"Invader",0.416771,109,4.4
"Mutant",0.31986,5171,4.4
"Invader",0.4624215,116,4.5
"Mutant",0.3201595,5050,4.5
"Invader",0.423634,63,4.6
"Mutant",0.3131725,2752,4.6
"Invader",0.40861,67,4.7
"Mutant",0.3124155,1634,4.7
"Invader",0.3897345,48,4.8
"Mutant",0.310211,1401,4.8
"Invader",0.390885,82,4.9
"Mutant",0.320794,5263,4.9
"Invader",0.438613,76,5
"Mutant",0.318442,4107,5
"Invader",0.317452,1730,0.1
"Mutant",0.3108215,814,0.1
"Invader",0.3157635,840,0.2
"Mutant",0.3060875,532,0.2
"Invader",0.315582,671,0.3
"Mutant",0.3036775,472,0.3
"Invader",0.318796,317,0.4
"Mutant",0.302863,270,0.4
"Invader",0.31668,293,0.5
"Mutant",0.303815,245,0.5
"Invader",0.352405,594,0.6
"Mutant",0.3142175,1382,0.6
"Invader",0.321121,255,0.7
"Mutant",0.3030655,360,0.7
"Invader",0.3253035,252,0.8
"Mutant",0.303252,381,0.8
"Invader",0.327516,248,0.9
"Mutant",0.30892,593,0.9
"Invader",0.344619,369,1
"Mutant",0.3070385,1146,1
"Invader",0.332293,249,1.1
"Mutant",0.3051925,662,1.1
"Invader",0.337641,149,1.2
"Mutant",0.307402,567,1.2
"Invader",0.34795,200,1.3
"Mutant",0.308672,896,1.3
"Invader",0.357332,212,1.4
"Mutant",0.313413,1449,1.4
"Invader",0.337486,237,1.5
"Mutant",0.307853,1041,1.5
"Invader",0.3534905,164,1.6
"Mutant",0.307051,982,1.6
"Invader",0.352822,278,1.7
"Mutant",0.308744,1688,1.7
"Invader",0.3601295,208,1.8
"Mutant",0.31169,1715,1.8
"Invader",0.347922,140,1.9
"Mutant",0.3085105,1032,1.9
"Invader",0.3331705,76,2
"Mutant",0.304327,511,2
"Invader",0.348533,74,2.1
"Mutant",0.3064935,530,2.1
"Invader",0.3649515,164,2.2
"Mutant",0.308957,1548,2.2
"Invader",0.3760565,220,2.3
"Mutant",0.3132105,2824,2.3
"Invader",0.3778795,214,2.4
"Mutant",0.3106025,2548,2.4
"Invader",0.377782,183,2.5
"Mutant",0.3149895,2198,2.5
"Invader",0.409907,68,2.6
"Mutant",0.3117355,958,2.6
"Invader",0.400829,223,2.7
"Mutant",0.317299,3353,2.7
"Invader",0.3775025,90,2.8
"Mutant",0.311978,1721,2.8
"Invader",0.383101,66,2.9
"Mutant",0.311038,890,2.9
"Invader",0.402376,130,3
"Mutant",0.316107,2141,3
"Invader",0.383285,117,3.1
"Mutant",0.313878,2230,3.1
"Invader",0.382521,155,3.2
"Mutant",0.318238,3813,3.2
"Invader",0.367646,73,3.3
"Mutant",0.3152265,2058,3.3
"Invader",0.392288,115,3.4
"Mutant",0.3161855,3002,3.4
"Invader",0.392314,49,3.5
"Mutant",0.3182395,1710,3.5
"Invader",0.3847555,100,3.6
"Mutant",0.314919,2429,3.6
"Invader",0.394874,111,3.7
"Mutant",0.3267845,4364,3.7
"Invader",0.409818,115,3.8
"Mutant",0.3129785,2570,3.8
"Invader",0.411879,92,3.9
"Mutant",0.312965,2827,3.9
"Invader",0.410952,81,4
"Mutant",0.31461,3143,4
"Invader",0.421352,89,4.1
"Mutant",0.3179145,3262,4.1
"Invader",0.432838,126,4.2
"Mutant",0.321208,4845,4.2
"Invader",0.399616,47,4.3
"Mutant",0.316094,1911,4.3
"Invader",0.43888,137,4.4
"Mutant",0.324766,7230,4.4
"Invader",0.411324,89,4.5
"Mutant",0.314594,3441,4.5
"Invader",0.428186,65,4.6
"Mutant",0.3149785,2562,4.6
"Invader",0.412221,74,4.7
"Mutant",0.3193415,4252,4.7
"Invader",0.420507,87,4.8
"Mutant",0.31805,3951,4.8
"Invader",0.40949,61,4.9
"Mutant",0.318375,2521,4.9
"Invader",0.435111,47,5
"Mutant",0.3208685,2812,5
"Invader",0.3135735,1322,0.1
"Mutant",0.306032,601,0.1
"Invader",0.310687,637,0.2
"Mutant",0.305241,373,0.2
"Invader",0.31126,394,0.3
"Mutant",0.3030525,264,0.3
"Invader",0.3186245,700,0.4
"Mutant",0.3033455,498,0.4
"Invader",0.3229645,272,0.5
"Mutant",0.303821,290,0.5
"Invader",0.321553,276,0.6
"Mutant",0.303076,332,0.6
"Invader",0.337354,487,0.7
"Mutant",0.305245,795,0.7
"Invader",0.340611,444,0.8
"Mutant",0.307031,990,0.8
"Invader",0.3243425,134,0.9
"Mutant",0.305412,417,0.9
"Invader",0.326637,182,1
"Mutant",0.302896,239,1
"Invader",0.340135,261,1.1
"Mutant",0.308659,747,1.1
"Invader",0.341441,233,1.2
"Mutant",0.308644,923,1.2
"Invader",0.322494,109,1.3
"Mutant",0.303699,380,1.3
"Invader",0.340168,152,1.4
"Mutant",0.3057805,522,1.4
"Invader",0.3455495,160,1.5
"Mutant",0.304548,638,1.5
"Invader",0.368825,246,1.6
"Mutant",0.307867,1137,1.6
"Invader",0.351591,219,1.7
"Mutant",0.308008,1203,1.7
"Invader",0.353514,235,1.8
"Mutant",0.309363,1309,1.8
"Invader",0.359295,142,1.9
"Mutant",0.305114,607,1.9
"Invader",0.3611785,190,2
"Mutant",0.3090255,1260,2
"Invader",0.362719,146,2.1
"Mutant",0.31343,1344,2.1
"Invader",0.365528,209,2.2
"Mutant",0.30968,1805,2.2
"Invader",0.360028,134,2.3
"Mutant",0.307957,1116,2.3
"Invader",0.401092,236,2.4
"Mutant",0.317685,3300,2.4
"Invader",0.3721955,178,2.5
"Mutant",0.3178095,2536,2.5
"Invader",0.357775,123,2.6
"Mutant",0.3106695,1762,2.6
"Invader",0.401813,271,2.7
"Mutant",0.3193545,4318,2.7
"Invader",0.372939,164,2.8
"Mutant",0.308856,1649,2.8
"Invader",0.376241,196,2.9
"Mutant",0.316112,3531,2.9
"Invader",0.357034,70,3
"Mutant",0.30941,949,3
"Invader",0.377863,102,3.1
"Mutant",0.316719,2112,3.1
"Invader",0.382623,107,3.2
"Mutant",0.3116265,1816,3.2
"Invader",0.387691,134,3.3
"Mutant",0.314872,2865,3.3
"Invader",0.404736,120,3.4
"Mutant",0.313647,2563,3.4
"Invader",0.383986,70,3.5
"Mutant",0.3139775,1798,3.5
"Invader",0.4020625,74,3.6
"Mutant",0.32335,2189,3.6
"Invader",0.414201,143,3.7
"Mutant",0.3209095,4652,3.7
"Invader",0.3932335,64,3.8
"Mutant",0.314434,2161,3.8
"Invader",0.387062,80,3.9
"Mutant",0.3178675,2238,3.9
"Invader",0.332439,36,4
"Mutant",0.307531,647,4
"Invader",0.378616,45,4.1
"Mutant",0.307862,1485,4.1
"Invader",0.372673,29,4.2
"Mutant",0.31072,766,4.2
"Invader",0.3715035,58,4.3
"Mutant",0.310557,1833,4.3
"Invader",0.3993725,86,4.4
"Mutant",0.317261,3367,4.4
"Invader",0.425114,90,4.5
"Mutant",0.3202805,3916,4.5
"Invader",0.4019975,80,4.6
"Mutant",0.320344,4298,4.6
"Invader",0.428717,111,4.7
"Mutant",0.3226545,7386,4.7
"Invader",0.4157415,88,4.8
"Mutant",0.31606,4414,4.8
"Invader",0.361528,39,4.9
"Mutant",0.314326,2115,4.9
"Invader",0.387976,51,5
"Mutant",0.317529,2547,5
"Invader",0.306173,949,0.1
"Mutant",0.3037235,258,0.1
"Invader",0.311871,646,0.2
"Mutant",0.3099305,548,0.2
"Invader",0.3131865,448,0.3
"Mutant",0.302198,312,0.3
"Invader",0.310736,217,0.4
"Mutant",0.303415,210,0.4
"Invader",0.3225935,502,0.5
"Mutant",0.303694,491,0.5
"Invader",0.326064,332,0.6
"Mutant",0.308871,656,0.6
"Invader",0.3238755,278,0.7
"Mutant",0.3040485,492,0.7
"Invader",0.336917,360,0.8
"Mutant",0.3066235,826,0.8
"Invader",0.334508,219,0.9
"Mutant",0.30649,719,0.9
"Invader",0.323529,158,1
"Mutant",0.305622,426,1
"Invader",0.3238405,178,1.1
"Mutant",0.30397,416,1.1
"Invader",0.3665705,526,1.2
"Mutant",0.311416,2151,1.2
"Invader",0.360331,391,1.3
"Mutant",0.3120775,1878,1.3
"Invader",0.338363,85,1.4
"Mutant",0.3056395,412,1.4
"Invader",0.360057,225,1.5
"Mutant",0.311425,1140,1.5
"Invader",0.360476,309,1.6
"Mutant",0.308341,1274,1.6
"Invader",0.350176,167,1.7
"Mutant",0.3096755,1116,1.7
"Invader",0.365962,248,1.8
"Mutant",0.312672,1895,1.8
"Invader",0.360017,166,1.9
"Mutant",0.313806,1391,1.9
"Invader",0.373945,187,2
"Mutant",0.3080155,1458,2
"Invader",0.3471975,130,2.1
"Mutant",0.3088605,868,2.1
"Invader",0.370161,190,2.2
"Mutant",0.317269,2251,2.2
"Invader",0.3418955,62,2.3
"Mutant",0.30592,477,2.3
"Invader",0.378925,227,2.4
"Mutant",0.319374,2767,2.4
"Invader",0.351069,88,2.5
"Mutant",0.315302,1289,2.5
"Invader",0.3807445,164,2.6
"Mutant",0.311541,2455,2.6
"Invader",0.376939,154,2.7
"Mutant",0.309797,2037,2.7
"Invader",0.381371,139,2.8
"Mutant",0.311194,1551,2.8
"Invader",0.37467,99,2.9
"Mutant",0.315466,1867,2.9
"Invader",0.395396,184,3
"Mutant",0.3126985,3048,3
"Invader",0.3922475,160,3.1
"Mutant",0.316103,2865,3.1
"Invader",0.39007,130,3.2
"Mutant",0.318209,2970,3.2
"Invader",0.394483,159,3.3
"Mutant",0.314174,3409,3.3
"Invader",0.382991,119,3.4
"Mutant",0.315134,2514,3.4
"Invader",0.386409,107,3.5
"Mutant",0.3092835,2048,3.5
"Invader",0.370815,29,3.6
"Mutant",0.30999,819,3.6
"Invader",0.372988,131,3.7
"Mutant",0.316607,3124,3.7
"Invader",0.352016,63,3.8
"Mutant",0.311459,1521,3.8
"Invader",0.396432,82,3.9
"Mutant",0.318111,3066,3.9
"Invader",0.388608,103,4
"Mutant",0.31306,2573,4
"Invader",0.390988,87,4.1
"Mutant",0.313004,2209,4.1
"Invader",0.3417165,12,4.2
"Mutant",0.304679,368,4.2
"Invader",0.41803,118,4.3
"Mutant",0.320526,5821,4.3
"Invader",0.407681,72,4.4
"Mutant",0.314561,3239,4.4
"Invader",0.456621,125,4.5
"Mutant",0.319518,6175,4.5
"Invader",0.399056,63,4.6
"Mutant",0.3164625,2424,4.6
"Invader",0.39427,51,4.7
"Mutant",0.3153,2884,4.7
"Invader",0.401958,78,4.8
"Mutant",0.3156735,3350,4.8
"Invader",0.407128,50,4.9
"Mutant",0.3123225,2072,4.9
"Invader",0.442882,57,5
"Mutant",0.316794,2811,5
"Invader",0.3156065,2478,0.1
"Mutant",0.306501,1143,0.1
"Invader",0.312897,861,0.2
"Mutant",0.304407,477,0.2
"Invader",0.3184,788,0.3
"Mutant",0.3061865,622,0.3
"Invader",0.319691,482,0.4
"Mutant",0.307408,593,0.4
"Invader",0.322889,503,0.5
"Mutant",0.3048345,542,0.5
"Invader",0.315721,246,0.6
"Mutant",0.3034225,356,0.6
"Invader",0.33262,311,0.7
"Mutant",0.3058105,714,0.7
"Invader",0.345119,263,0.8
"Mutant",0.31789,940,0.8
"Invader",0.341555,321,0.9
"Mutant",0.309664,861,0.9
"Invader",0.332559,173,1
"Mutant",0.305947,471,1
"Invader",0.332881,187,1.1
"Mutant",0.310218,823,1.1
"Invader",0.326244,119,1.2
"Mutant",0.307245,435,1.2
"Invader",0.361233,402,1.3
"Mutant",0.310536,2067,1.3
"Invader",0.347815,185,1.4
"Mutant",0.312246,946,1.4
"Invader",0.334698,109,1.5
"Mutant",0.305753,522,1.5
"Invader",0.344192,123,1.6
"Mutant",0.3092755,790,1.6
"Invader",0.3635725,244,1.7
"Mutant",0.3109315,1566,1.7
"Invader",0.3353255,88,1.8
"Mutant",0.305543,489,1.8
"Invader",0.359021,215,1.9
"Mutant",0.30806,1380,1.9
"Invader",0.37278,178,2
"Mutant",0.309918,1385,2
"Invader",0.3642505,192,2.1
"Mutant",0.3135915,1574,2.1
"Invader",0.352712,117,2.2
"Mutant",0.3084035,996,2.2
"Invader",0.3712445,156,2.3
"Mutant",0.31275,1537,2.3
"Invader",0.369284,147,2.4
"Mutant",0.312086,1871,2.4
"Invader",0.37269,89,2.5
"Mutant",0.308354,1232,2.5
"Invader",0.388476,205,2.6
"Mutant",0.314786,2676,2.6
"Invader",0.356739,101,2.7
"Mutant",0.306741,1219,2.7
"Invader",0.4068935,178,2.8
"Mutant",0.315383,3915,2.8
"Invader",0.358658,128,2.9
"Mutant",0.311395,2135,2.9
"Invader",0.430594,227,3
"Mutant",0.321153,5141,3
"Invader",0.3929035,184,3.1
"Mutant",0.3173585,3604,3.1
"Invader",0.3745275,104,3.2
"Mutant",0.312227,1768,3.2
"Invader",0.40259,165,3.3
"Mutant",0.3171975,3850,3.3
"Invader",0.3450855,28,3.4
"Mutant",0.30852,557,3.4
"Invader",0.40321,86,3.5
"Mutant",0.318498,2145,3.5
"Invader",0.3945325,130,3.6
"Mutant",0.313468,2654,3.6
"Invader",0.3470795,50,3.7
"Mutant",0.315418,1526,3.7
"Invader",0.395451,99,3.8
"Mutant",0.310577,2753,3.8
"Invader",0.362563,43,3.9
"Mutant",0.3071505,768,3.9
"Invader",0.3713705,56,4
"Mutant",0.312998,1698,4
"Invader",0.415666,91,4.1
"Mutant",0.314789,2685,4.1
"Invader",0.408985,117,4.2
"Mutant",0.321066,4961,4.2
"Invader",0.411594,76,4.3
"Mutant",0.312844,2548,4.3
"Invader",0.447718,99,4.4
"Mutant",0.320808,4987,4.4
"Invader",0.425134,119,4.5
"Mutant",0.3208775,5300,4.5
"Invader",0.387838,55,4.6
"Mutant",0.31385,2307,4.6
"Invader",0.384111,73,4.7
"Mutant",0.310817,2369,4.7
"Invader",0.391068,68,4.8
"Mutant",0.315413,2683,4.8
"Invader",0.435165,57,4.9
"Mutant",0.321751,4672,4.9
"Invader",0.370245,25,5
"Mutant",0.312502,1448,5
"Invader",0.315061,1365,0.1
"Mutant",0.318085,1002,0.1
"Invader",0.3245445,504,0.2
"Mutant",0.3115715,564,0.2
"Invader",0.320754,631,0.3
"Mutant",0.309684,690,0.3
"Invader",0.315107,245,0.4
"Mutant",0.303015,259,0.4
"Invader",0.3213295,436,0.5
"Mutant",0.303312,505,0.5
"Invader",0.325295,232,0.6
"Mutant",0.302865,330,0.6
"Invader",0.333557,487,0.7
"Mutant",0.3044065,802,0.7
"Invader",0.346547,469,0.8
"Mutant",0.310378,1283,0.8
"Invader",0.349773,473,0.9
"Mutant",0.308834,1382,0.9
"Invader",0.3361955,238,1
"Mutant",0.307406,769,1
"Invader",0.3362445,250,1.1
"Mutant",0.30507,830,1.1
"Invader",0.34869,413,1.2
"Mutant",0.309974,1736,1.2
"Invader",0.3682565,320,1.3
"Mutant",0.309002,1331,1.3
"Invader",0.353093,187,1.4
"Mutant",0.305512,957,1.4
"Invader",0.3505305,68,1.5
"Mutant",0.30649,483,1.5
"Invader",0.3404995,136,1.6
"Mutant",0.306028,805,1.6
"Invader",0.378477,331,1.7
"Mutant",0.313552,2467,1.7
"Invader",0.3642905,216,1.8
"Mutant",0.307864,1411,1.8
"Invader",0.351801,80,1.9
"Mutant",0.30563,587,1.9
"Invader",0.349916,133,2
"Mutant",0.306446,1038,2
"Invader",0.373072,204,2.1
"Mutant",0.3095905,1860,2.1
"Invader",0.346524,125,2.2
"Mutant",0.308184,952,2.2
"Invader",0.395697,169,2.3
"Mutant",0.31151,1911,2.3
"Invader",0.396567,256,2.4
"Mutant",0.3171245,3410,2.4
"Invader",0.3721095,66,2.5
"Mutant",0.306427,675,2.5
"Invader",0.3612915,74,2.6
"Mutant",0.3075445,838,2.6
"Invader",0.413645,224,2.7
"Mutant",0.319054,4115,2.7
"Invader",0.361278,49,2.8
"Mutant",0.30857,811,2.8
"Invader",0.3649615,26,2.9
"Mutant",0.3102435,406,2.9
"Invader",0.3352975,40,3
"Mutant",0.309894,645,3
"Invader",0.3854625,42,3.1
"Mutant",0.310749,806,3.1
"Invader",0.401864,85,3.2
"Mutant",0.318931,2096,3.2
"Invader",0.374008,104,3.3
"Mutant",0.318414,2733,3.3
"Invader",0.429507,193,3.4
"Mutant",0.32086,5727,3.4
"Invader",0.4077445,118,3.5
"Mutant",0.314443,3397,3.5
"Invader",0.404148,136,3.6
"Mutant",0.316103,4449,3.6
"Invader",0.413184,105,3.7
"Mutant",0.318099,4369,3.7
"Invader",0.439781,121,3.8
"Mutant",0.3164195,3830,3.8
"Invader",0.3833535,58,3.9
"Mutant",0.314891,1515,3.9
"Invader",0.368044,53,4
"Mutant",0.31214,1643,4
"Invader",0.4066735,58,4.1
"Mutant",0.310669,1891,4.1
"Invader",0.4347265,126,4.2
"Mutant",0.319433,5370,4.2
"Invader",0.443605,114,4.3
"Mutant",0.32307,6018,4.3
"Invader",0.448427,88,4.4
"Mutant",0.3183685,4256,4.4
"Invader",0.3948025,68,4.5
"Mutant",0.317952,2266,4.5
"Invader",0.435385,59,4.6
"Mutant",0.3140395,2824,4.6
"Invader",0.407025,53,4.7
"Mutant",0.308947,1577,4.7
"Invader",0.3933505,38,4.8
"Mutant",0.313174,2445,4.8
"Invader",0.395486,42,4.9
"Mutant",0.312534,1997,4.9
"Invader",0.418536,57,5
"Mutant",0.3201905,3394,5
"Invader",0.306145,761,0.1
"Mutant",0.3132275,302,0.1
"Invader",0.3112695,566,0.2
"Mutant",0.307819,345,0.2
"Invader",0.314409,436,0.3
"Mutant",0.310508,403,0.3
"Invader",0.330867,533,0.4
"Mutant",0.304268,544,0.4
"Invader",0.316288,360,0.5
"Mutant",0.304568,467,0.5
"Invader",0.327532,265,0.6
"Mutant",0.304907,394,0.6
"Invader",0.3331,520,0.7
"Mutant",0.3076725,852,0.7
"Invader",0.322953,205,0.8
"Mutant",0.3045625,410,0.8
"Invader",0.329072,213,0.9
"Mutant",0.3063915,498,0.9
"Invader",0.325272,209,1
"Mutant",0.304163,617,1
"Invader",0.345594,225,1.1
"Mutant",0.3124945,974,1.1
"Invader",0.3216495,96,1.2
"Mutant",0.304124,284,1.2
"Invader",0.3446205,218,1.3
"Mutant",0.30892,1164,1.3
"Invader",0.3637625,344,1.4
"Mutant",0.309318,1905,1.4
"Invader",0.3691625,286,1.5
"Mutant",0.311201,1626,1.5
"Invader",0.339293,137,1.6
"Mutant",0.305689,645,1.6
"Invader",0.35335,187,1.7
"Mutant",0.307767,1137,1.7
"Invader",0.3546795,172,1.8
"Mutant",0.309322,1095,1.8
"Invader",0.338083,123,1.9
"Mutant",0.310416,772,1.9
"Invader",0.368878,145,2
"Mutant",0.3115745,1614,2
"Invader",0.374767,247,2.1
"Mutant",0.315403,2644,2.1
"Invader",0.360978,122,2.2
"Mutant",0.3065755,748,2.2
"Invader",0.3280335,74,2.3
"Mutant",0.308631,732,2.3
"Invader",0.355745,130,2.4
"Mutant",0.3078245,1156,2.4
"Invader",0.3889505,206,2.5
"Mutant",0.316282,3145,2.5
"Invader",0.342896,93,2.6
"Mutant",0.308622,967,2.6
"Invader",0.326222,42,2.7
"Mutant",0.3051915,536,2.7
"Invader",0.390521,163,2.8
"Mutant",0.3125605,2078,2.8
"Invader",0.406623,183,2.9
"Mutant",0.3174105,3468,2.9
"Invader",0.356488,64,3
"Mutant",0.3119195,1476,3
"Invader",0.352821,72,3.1
"Mutant",0.306591,1041,3.1
"Invader",0.3756425,52,3.2
"Mutant",0.3134115,1164,3.2
"Invader",0.35222,69,3.3
"Mutant",0.306927,1160,3.3
"Invader",0.387074,109,3.4
"Mutant",0.316065,2194,3.4
"Invader",0.37712,99,3.5
"Mutant",0.315268,2645,3.5
"Invader",0.361808,97,3.6
"Mutant",0.313471,2787,3.6
"Invader",0.4025445,186,3.7
"Mutant",0.31881,5516,3.7
"Invader",0.419175,157,3.8
"Mutant",0.318776,5232,3.8
"Invader",0.386343,89,3.9
"Mutant",0.314607,2685,3.9
"Invader",0.414073,161,4
"Mutant",0.323236,6631,4
"Invader",0.387168,78,4.1
"Mutant",0.312034,1627,4.1
"Invader",0.3611665,62,4.2
"Mutant",0.310118,1425,4.2
"Invader",0.416601,95,4.3
"Mutant",0.319306,4603,4.3
"Invader",0.4416835,64,4.4
"Mutant",0.31758,2219,4.4
"Invader",0.393766,41,4.5
"Mutant",0.310976,1411,4.5
"Invader",0.420646,94,4.6
"Mutant",0.318198,3738,4.6
"Invader",0.41728,83,4.7
"Mutant",0.318123,3459,4.7
"Invader",0.416771,100,4.8
"Mutant",0.3179435,4692,4.8
"Invader",0.384308,55,4.9
"Mutant",0.309528,1871,4.9
"Invader",0.396552,47,5
"Mutant",0.321913,2603,5
"Invader",0.32384,1956,0.1
"Mutant",0.31521,1573,0.1
"Invader",0.311447,582,0.2
"Mutant",0.306524,353,0.2
"Invader",0.311446,393,0.3
"Mutant",0.306763,312,0.3
"Invader",0.322891,441,0.4
"Mutant",0.30477,483,0.4
"Invader",0.322947,468,0.5
"Mutant",0.3048125,568,0.5
"Invader",0.3194605,144,0.6
"Mutant",0.303994,219,0.6
"Invader",0.3272625,448,0.7
"Mutant",0.305981,889,0.7
"Invader",0.343408,447,0.8
"Mutant",0.308746,824,0.8
"Invader",0.336947,361,0.9
"Mutant",0.306132,913,0.9
"Invader",0.338023,347,1
"Mutant",0.305515,897,1
"Invader",0.337903,210,1.1
"Mutant",0.3080645,778,1.1
"Invader",0.3511065,220,1.2
"Mutant",0.3060925,638,1.2
"Invader",0.340248,186,1.3
"Mutant",0.305713,703,1.3
"Invader",0.363249,265,1.4
"Mutant",0.313472,1391,1.4
"Invader",0.3514595,222,1.5
"Mutant",0.310886,1371,1.5
"Invader",0.3755815,284,1.6
"Mutant",0.312841,2053,1.6
"Invader",0.3926245,304,1.7
"Mutant",0.315781,2595,1.7
"Invader",0.3841905,340,1.8
"Mutant",0.313405,2732,1.8
"Invader",0.381874,337,1.9
"Mutant",0.3181645,3102,1.9
"Invader",0.3606085,156,2
"Mutant",0.306687,1149,2
"Invader",0.357793,141,2.1
"Mutant",0.3117415,1394,2.1
"Invader",0.35807,155,2.2
"Mutant",0.3076735,1390,2.2
"Invader",0.350161,121,2.3
"Mutant",0.31039,1589,2.3
"Invader",0.433798,96,2.4
"Mutant",0.3168405,1434,2.4
"Invader",0.378159,165,2.5
"Mutant",0.312146,2155,2.5
"Invader",0.3892405,202,2.6
"Mutant",0.3124555,2516,2.6
"Invader",0.3617765,84,2.7
"Mutant",0.309872,1350,2.7
"Invader",0.377915,117,2.8
"Mutant",0.310739,1685,2.8
"Invader",0.364814,101,2.9
"Mutant",0.318204,2075,2.9
"Invader",0.4083985,220,3
"Mutant",0.3144235,3770,3
"Invader",0.3765025,104,3.1
"Mutant",0.311293,1793,3.1
"Invader",0.390012,118,3.2
"Mutant",0.312811,2289,3.2
"Invader",0.373466,109,3.3
"Mutant",0.313191,1899,3.3
"Invader",0.359491,42,3.4
"Mutant",0.306464,613,3.4
"Invader",0.371394,79,3.5
"Mutant",0.309865,1917,3.5
"Invader",0.397406,27,3.6
"Mutant",0.306634,723,3.6
"Invader",0.357488,44,3.7
"Mutant",0.314076,1176,3.7
"Invader",0.3970545,100,3.8
"Mutant",0.3191275,4028,3.8
