"typeEXT","N","lifespan","sd","se","ci","z"
"Specialists",1217,353642.974527527,1124853.51729916,32244.1313429953,63260.3022008345,0.1
"Generalists",251,10283.2669322709,10766.0707263357,679.548358581818,1338.36940047887,0.2
"Specialists",868,433331.33640553,1308006.4158598,44396.6306264306,87137.441275919,0.2
"Generalists",125,10783.2,12414.8567086686,1110.41854126009,2197.82933982545,0.3
"Specialists",486,758933.333333333,2138184.03781986,96989.9975707863,190572.473393347,0.3
"Generalists",45,21315.5555555556,23618.453451366,3520.83116271126,7095.76896041941,0.4
"Specialists",363,998277.134986226,1994620.28049721,104690.414170559,205877.762764147,0.4
"Generalists",90,26165.5555555556,36371.0069775954,3833.84076143594,7617.75993027216,0.5
"Specialists",623,489673.67576244,1099461.59788431,44048.9987865425,86502.7732803077,0.5
"Generalists",50,46172,72503.6214155358,10253.5604727015,20605.3012183481,0.6
"Specialists",342,973719.590643275,1984792.40662989,107325.281617682,211102.939931572,0.6
"Generalists",64,46917.1875,59890.2476484516,7486.28095605644,14960.1387471885,0.7
"Specialists",612,483329.575163399,1183056.0191483,47822.2051761882,93915.8366031422,0.7
"Generalists",40,18942.5,30208.6665056782,4776.40956171914,9661.20025086607,0.8
"Specialists",409,730943.276283619,1367332.89869116,67610.2604994235,132907.936926431,0.8
"Generalists",71,34911.2676056338,44714.2117046719,5306.60063117016,10583.6812361542,0.9
"Specialists",712,366696.348314607,756597.935604538,28354.7064282226,55668.9681723049,0.9
"Generalists",147,13657.1428571429,23370.9396883781,1927.60261718566,3809.60905625853,1
"Specialists",535,537238.691588785,1191390.83752242,51508.3175886008,101183.781485343,1
"Generalists",81,30307.4074074074,64192.3005074942,7132.47783416603,14194.0832406819,1.1
"Specialists",399,708787.468671679,1343188.75338856,67243.5447000926,132196.930540102,1.1
"Generalists",101,37627.7227722772,87484.0935471265,8704.99266312006,17270.4575125867,1.2
"Specialists",479,696464.300626305,2106830.19821234,96263.5288228023,189151.988211788,1.2
"Generalists",74,67872.972972973,110306.203078593,12822.8356466826,25555.8745895964,1.3
"Specialists",583,458104.116638079,1109427.85578852,45947.8070521105,90243.7168168512,1.3
"Generalists",66,74104.5454545455,111300.527929936,13700.1479296827,27361.0847809476,1.4
"Specialists",517,460703.094777563,941890.639621133,41424.3029660165,81381.026916484,1.4
"Generalists",136,54651.4705882353,107269.419193532,9198.27681037469,18191.3610117868,1.5
"Specialists",915,244311.584699454,453917.054445428,15006.0349359454,29450.2866801594,1.5
"Generalists",124,50265.3225806452,125430.664320682,11264.0061743676,22296.4095706728,1.6
"Specialists",649,355833.12788906,822094.792394231,32270.0433452838,63366.4777531457,1.6
"Generalists",179,46081.0055865922,115232.835506024,8612.90650945136,16996.5451006091,1.7
"Specialists",576,404628.125,1428937.59215316,59539.0663397151,116940.574453636,1.7
"Generalists",505,13640.5940594059,31706.3610181218,1410.91454717451,2771.99841915432,1.8
"Specialists",1143,183900.174978128,610904.02111316,18069.6553254414,35453.4487987077,1.8
"Generalists",284,34992.6056338028,92093.6889385114,5464.75504338177,10756.7250433781,1.9
"Specialists",1101,183402.452316076,443060.243967894,13352.7009580294,26199.6407180256,1.9
"Generalists",43,90037.2093023256,195006.202615951,29738.1671049227,60014.0509098019,2
"Specialists",372,646537.096774194,1594203.75022094,82655.6140268601,162532.2473702,2
"Generalists",78,47271.7948717949,132211.084567259,14969.9574714856,29808.9936138729,2.1
"Specialists",505,498821.98019802,1242508.13614437,55290.8863703032,108629.009403193,2.1
"Generalists",78,73506.4102564103,110321.337423195,12491.4316740401,24873.618225626,2.2
"Specialists",779,287638.896020539,638299.904602243,22869.4674058897,44893.1726207222,2.2
"Generalists",358,31875.6983240223,93403.8207007603,4936.54531722274,9708.36406261579,2.3
"Specialists",1198,178593.238731219,604736.163184977,17471.7952311931,34278.7502726197,2.3
"Generalists",350,35735.1428571429,132246.586099906,7068.87736794784,13902.9588396012,2.4
"Specialists",1057,192603.311258278,548358.273620901,16866.5751946583,33095.8128891227,2.4
"Generalists",269,44847.2118959108,108326.390618865,6604.77660443291,13003.8485866585,2.5
"Specialists",1031,207642.967992241,504768.963613738,15720.3898260481,30847.6465662896,2.5
"Generalists",595,29012.268907563,63742.710686939,2613.19636393865,5132.22807532281,2.6
"Specialists",1801,85400.0555247085,178426.706412207,4204.39007765712,8245.99787897324,2.6
"Generalists",259,36889.9613899614,104583.447152097,6498.49920844977,12796.8536497192,2.7
"Specialists",1104,185590.036231884,486316.207205881,14636.3978684789,28718.3258223773,2.7
"Generalists",672,22491.5178571429,77374.3215533725,2984.77925418237,5860.63104433193,2.8
"Specialists",1793,109894.143892917,373059.081988769,8810.23458789578,17279.4133300712,2.8
"Generalists",404,44446.0396039604,121251.158892043,6032.47062268217,11859.0405461269,2.9
"Specialists",1553,100602.189311011,185326.041776831,4702.73733227777,9224.38956674472,2.9
"Generalists",300,48381.3333333333,139106.62034678,8031.32447032726,15805.0817070501,3
"Specialists",1053,188514.150047483,491152.915559995,15135.701035429,29699.5987124194,3
"Generalists",241,22515.3526970954,90410.3956318773,5823.84554417945,11472.379564531,3.1
"Specialists",673,370651.263001486,922981.6202136,35578.326859592,69858.0593300179,3.1
"Generalists",304,42094.7368421053,98108.4540245418,5626.90574473663,11072.7607202724,3.2
"Specialists",1385,133012.490974729,334448.201094355,8986.77725874941,17629.1769698488,3.2
"Generalists",465,30262.5806451613,93633.0904255342,4342.13059605492,8532.67642961468,3.3
"Specialists",1488,126940.927419355,342475.03052775,8878.25158271511,17415.2285213269,3.3
"Generalists",284,46145.7746478873,130662.561178572,7753.39655096808,15261.6456161279,3.4
"Specialists",1184,141972.381756757,312144.421007742,9071.51297230164,17798.0481356621,3.4
"Generalists",670,26386.2686567164,123458.8022985,4769.62964627829,9365.24553322238,3.5
"Specialists",1696,106678.537735849,403185.638600035,9790.21276694247,19202.1761359151,3.5
"Generalists",579,21797.2366148532,61617.9974099065,2560.75658239484,5029.52239353696,3.6
"Specialists",1564,118526.598465473,436879.017142783,11046.9607796807,21668.4247598514,3.6
"Generalists",87,26195.4022988506,122125.478655172,13093.2256489275,26028.4711375092,3.7
"Specialists",376,752510.638297872,1698497.87346934,87593.3396710827,172235.673813867,3.7
"Generalists",666,21809.1591591592,121678.217536051,4714.93515837424,9257.95294072906,3.8
"Specialists",1827,95573.6179529283,364723.54249087,8532.85810609343,16735.1873714989,3.8
"Generalists",426,43673.0046948357,112723.6927917,5461.48076117542,10734.8760923214,3.9
"Specialists",1694,96129.4569067296,208694.466176513,5070.54020096229,9945.18613148622,3.9
"Generalists",43,133997.674418605,261598.819067136,39893.4459084359,80508.2332501919,4
"Specialists",631,340908.399366086,774262.747890281,30822.9133174233,60528.0834938521,4
"Generalists",928,22490.0862068966,111518.265534311,3660.76641150343,7184.3505682219,4.1
"Specialists",2160,69974.6759259259,248079.960780004,5337.83087015969,10467.8246092834,4.1
"Generalists",36,88097.2222222222,191495.273326391,31915.8788877318,64792.6787670621,4.2
"Specialists",462,576854.329004329,1291414.49415699,60082.0397946402,118068.611281569,4.2
"Generalists",370,41297.8378378378,119554.519072023,6215.34348826696,12221.9364857479,4.3
"Specialists",1557,115140.141297367,300713.854094641,7620.9503199636,14948.41591424,4.3
"Generalists",326,24067.4846625767,95029.082436539,5263.17409559318,10354.1901723621,4.4
"Specialists",1254,155230.940988836,465218.539588233,13137.3643690459,25773.6572689506,4.4
"Generalists",1014,22918.6390532544,65058.133603708,2043.0670634218,4009.12799740906,4.5
"Specialists",2031,72205.3668143772,172689.976763654,3831.88237527942,7514.83203697401,4.5
"Generalists",989,15559.0495449949,51920.4233012009,1650.97341013922,3239.8173276747,4.6
"Specialists",2528,58818.0379746835,182591.249905176,3631.54497222035,7121.10814418046,4.6
"Generalists",1058,18206.6162570888,55821.4981296643,1716.16347232512,3367.47459716796,4.7
"Specialists",2601,53240.0999615532,134531.90494848,2637.88048918589,5172.55868994517,4.7
"Generalists",690,25038.9855072464,74386.0338625632,2831.82791220641,5560.04774267936,4.8
"Specialists",2042,72632.7619980411,212704.251895065,4707.04448290794,9231.11188769567,4.8
"Generalists",316,39184.4936708861,95437.4219309291,5368.77443550301,10563.190038191,4.9
"Specialists",1511,114175.11581734,310905.758920668,7998.27872490336,15688.9137662082,4.9
"Generalists",497,35508.6519114688,169608.424338077,7607.97759932303,14947.8370069516,5
"Specialists",1688,97221.327014218,277326.482010499,6750.02095943383,13239.2966001383,5
"Generalists",108,7838.88888888889,10035.0305433631,965.621264256135,1914.23153614939,0.1
"Specialists",999,433532.832832833,1160248.81553526,36708.6480109221,72034.9895271544,0.1
"Generalists",97,10985.5670103093,13753.2798337548,1396.43399372125,2771.89956961333,0.2
"Specialists",682,563692.961876833,1512662.61305981,57922.8450941084,113728.818148693,0.2
"Generalists",46,10106.5217391304,15721.3853245107,2317.99180571074,4668.67515128004,0.3
"Specialists",288,1451379.51388889,3070049.47389407,180904.400130724,356067.638628861,0.3
"Generalists",123,17730.081300813,23697.0425454986,2136.69036946983,4229.79199576602,0.4
"Specialists",610,567041.475409836,1474991.46331374,59720.6587103713,117283.428541165,0.4
"Generalists",39,30569.2307692308,40663.2522183317,6511.33150543207,13181.5014988928,0.5
"Specialists",518,568315.057915058,1147222.02817901,50406.0420694051,99025.8500218349,0.5
"Generalists",68,24858.8235294118,34353.9531944694,4166.02875524478,8315.4281985782,0.6
"Specialists",338,943074.556213018,2496027.2378067,135765.983529188,267055.529697844,0.6
"Generalists",82,27224.3902439024,50812.4500175311,5611.29639903783,11164.7197020285,0.7
"Specialists",559,503866.726296959,1125617.40886899,47608.5437370246,93513.865463328,0.7
"Generalists",61,49280.3278688525,78935.0784287783,10106.6011592792,20216.212286873,0.8
"Specialists",722,361911.495844875,803527.756917415,29904.2066204169,58709.7228889999,0.8
"Generalists",31,28058.064516129,65076.4154626111,11688.0692539821,23870.2219047491,0.9
"Specialists",322,1036013.04347826,2068532.88310575,115274.830775051,226789.593345635,0.9
"Generalists",76,43015.7894736842,109489.395593219,12559.2950205313,25019.39866315,1
"Specialists",442,613733.71040724,1332015.31043317,63357.50726442,124520.1728142,1
"Generalists",189,34056.0846560847,64022.5303387137,4656.95383269464,9186.59908589882,1.1
"Specialists",864,257022.106481481,640117.587336375,21777.242560494,42742.556436853,1.1
"Generalists",40,37165,81203.6046629484,12839.4172475393,25970.1726851612,1.2
"Specialists",400,706108.5,1338797.04217184,66939.8521085921,131598.882445188,1.2
"Generalists",329,45536.7781155015,88223.467734498,4863.91722350853,9568.40898900477,1.3
"Specialists",1506,119596.879150066,253329.902456512,6527.90717082896,12804.7607673687,1.3
"Generalists",133,34136.0902255639,67623.457623531,5863.69742790556,11598.9730915334,1.4
"Specialists",750,340230.933333333,1098885.38603683,40125.6209363431,78772.0619415738,1.4
"Generalists",87,37651.724137931,48222.2901804611,5169.97217610579,10277.5645341847,1.5
"Specialists",566,464285.689045936,1133466.59330958,47643.1545283035,93579.3287048645,1.5
"Generalists",94,42839.3617021277,62544.1198564697,6450.93340485194,12810.2752595791,1.6
"Specialists",740,325247.972972973,924375.802476609,33980.730314525,66710.2653011141,1.6
"Generalists",189,53826.455026455,96319.7232327986,7006.22893065867,13820.9264257929,1.7
"Specialists",1030,204462.330097087,508302.062826114,15838.1065319611,31078.6740379476,1.7
"Generalists",37,51702.7027027027,116511.526579244,19154.3769790289,38846.8770436866,1.8
"Specialists",437,601616.704805492,1528467.15366572,73116.4996207072,143704.619880509,1.8
"Generalists",259,38476.0617760618,62527.4510748571,3885.26676430354,7650.87269815505,1.9
"Specialists",1227,152195.273023635,413440.868551241,11802.9651002459,23156.2470516531,1.9
"Generalists",82,57680.4878048781,142447.141973959,15730.6552731846,31299.0696560706,2
"Specialists",566,399740.989399293,1012025.18443343,42538.5913736654,83553.0909783336,2
"Generalists",107,86734.5794392523,261374.818373489,25268.0574239335,50096.3814588239,2.1
"Specialists",632,378783.069620253,896384.09534354,35656.2448234913,70019.259965274,2.1
"Generalists",256,46834.765625,211416.626876755,13213.5391797972,26021.5623719,2.2
"Specialists",1046,183999.330783939,469723.162070168,14523.6620076358,28498.8624273243,2.2
"Generalists",191,39660.7329842932,92804.4927308956,6715.09741971212,13245.7189052665,2.3
"Specialists",809,255642.892459827,783825.685563158,27557.8435450076,54093.4093697538,2.3
"Generalists",727,32573.7276478679,70071.8834788057,2598.82230609069,5102.10394522234,2.4
"Specialists",2253,64103.6839769197,149037.234758051,3139.88822519573,6157.3771634197,2.4
"Generalists",211,78749.2890995261,136808.749500784,9418.30272691287,18566.5336758346,2.5
"Specialists",1143,149959.405074366,323468.20039897,9567.72044043806,18772.2831811754,2.5
"Generalists",266,36716.9172932331,92977.1648547283,5700.79574462129,11224.6175899483,2.6
"Specialists",1113,187240.790655885,490768.622614099,14710.5600120902,28863.5840097557,2.6
"Generalists",712,24234.5505617978,66527.8481928465,2493.23652106223,4894.98647740864,2.7
"Specialists",2011,77146.0964694182,190952.977328648,4258.14453763245,8350.83851974159,2.7
"Generalists",209,39061.2440191388,76203.624487182,5271.11492568027,10391.6586535294,2.8
"Specialists",1021,190220.372184133,434035.928119197,13583.5351051659,26654.8684620757,2.8
"Generalists",376,38724.2021276596,151071.965100616,7790.94172594211,15319.4078779394,2.9
"Specialists",1203,158907.896924356,488582.651248126,14086.5690410701,27636.9968257022,2.9
"Generalists",249,50504.4176706827,162737.015055319,10313.0392898523,20312.3111001824,3
"Specialists",1070,183738.037383178,495788.29290018,15156.6903699007,29740.2396847165,3
"Generalists",387,35995.3488372093,122813.51033286,6242.96158109658,12274.4662678024,3.1
"Specialists",1294,145825.270479134,458885.656398859,12756.6706993939,25026.0413894667,3.1
"Generalists",903,25377.6301218162,66806.8243733192,2223.19190856066,4363.23081419035,3.2
"Specialists",2365,63064.4820295983,157020.441372032,3228.79610947508,6331.56581245202,3.2
"Generalists",200,40049.5,106297.354329434,7516.35800685318,14821.9313605532,3.3
"Specialists",942,229035.138004246,758303.174088757,24706.8524974826,48486.9061398685,3.3
"Generalists",280,47065,118434.655955015,7077.8244567055,13932.7195721858,3.4
"Specialists",1082,176644.454713494,617093.278048696,18760.187960744,36810.5076197224,3.4
"Generalists",901,22382.9078801332,73533.7937185751,2449.76585409619,4807.91862183569,3.5
"Specialists",2273,70457.0171579411,191474.606890523,4016.16427550578,7875.7329443612,3.5
"Generalists",422,25186.2559241706,131035.341104042,6378.70060202444,12538.0682571305,3.6
"Specialists",1101,167728.156221617,436341.018540604,13150.2007133749,25802.3103447973,3.6
"Generalists",152,39201.9736842105,160509.578212845,13019.0459413935,25723.0169601416,3.7
"Specialists",463,488369.330453564,1010344.70088107,46954.7002548479,92271.2458807951,3.7
"Generalists",232,36687.5,153319.576181505,10065.9233179789,19832.7544267774,3.8
"Specialists",783,310974.840357599,1037175.62320406,37065.632882176,72759.9189042705,3.8
"Generalists",93,27978.4946236559,112563.954622774,11672.3383511644,23182.2714860715,3.9
"Specialists",380,831547.105263158,2539792.06736562,130288.583995736,256179.012624252,3.9
"Generalists",1214,18108.0724876442,117559.001344457,3374.01139308205,6619.5458649181,4
